City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,loughborough,52.7667,-1.2,9.49,86,75,3.6,GB,1675453716
364,portland,45.5234,-122.6762,8.77,86,100,6.69,US,1675453231
365,dawson creek,55.7666,-120.2362,-1.2,86,20,1.03,CA,1675453716
366,kamyshlov,56.8428,62.7111,-17.48,93,15,2.07,RU,1675453717
367,uren,57.4552,45.7852,-4.84,96,100,2.98,RU,1675453717
368,mairana,-18.1167,-63.9333,17.14,88,100,1.04,BO,1675453718
369,rio grande,-32.035,-52.0986,29.06,71,48,4.14,BR,1675453718
370,batemans bay,-35.7167,150.1833,13.94,64,0,2.71,AU,1675453719
371,te anau,-45.4167,167.7167,18.56,90,12,0.56,NZ,1675453674
372,jutai,-5.1833,-68.9,22.42,99,100,0.59,BR,1675453719
373,yangliuqing,39.1375,116.9997,-5.03,34,0,1.92,CN,1675453720
374,matata,-37.8833,176.75,22.14,92,95,1.3,NZ,1675453720
375,mokhsogollokh,61.4681,128.9203,-25.9,99,100,1.33,RU,1675453720
376,yar-sale,66.8333,70.8333,-10.43,96,100,2.67,RU,1675453721
377,kushima,31.4583,131.2333,7.35,80,95,3.46,JP,1675453721
378,burns lake,54.2331,-125.7533,0.68,91,100,1.46,CA,1675453550
379,copiapo,-27.3667,-70.3333,22.83,37,0,5.05,CL,1675453722
380,teguldet,57.3064,88.1667,-13.44,99,100,0.93,RU,1675453722
381,ibra,22.6906,58.5334,19.01,52,0,1.46,OM,1675453722
382,ghanzi,-21.5667,21.7833,21.22,83,100,3.13,BW,1675453723
383,barranca,-10.75,-77.7667,24.07,74,89,4.32,PE,1675453723
384,akureyri,65.6835,-18.0878,0.96,93,75,2.57,IS,1675453724
385,ornskoldsvik,63.2909,18.7153,-10.47,92,47,5.14,SE,1675453724
386,garissa,-0.4536,39.6401,29.04,44,100,2.66,KE,1675453724
387,slave lake,55.2834,-114.769,-11.01,73,75,1.03,CA,1675453545
388,grao mogol,-16.5594,-42.8897,24.09,75,100,1.59,BR,1675453725
389,pochutla,15.7432,-96.4661,31.9,47,19,4.58,MX,1675453725
390,acajutla,13.5928,-89.8275,31.33,46,21,2.73,SV,1675453726
391,gushikawa,26.3544,127.8686,16.57,77,100,0.0,JP,1675453726
392,catamarca,-28.4696,-65.7852,32.65,35,37,4.02,AR,1675453726
393,jiaozhou,36.2839,120.0033,-5.02,57,0,2.43,CN,1675453727
394,vostok,46.4856,135.8833,-24.33,99,97,2.22,RU,1675453727
395,banikoara,11.2985,2.4386,29.84,13,8,2.35,BJ,1675453727
396,miranda,3.2499,-76.2281,29.07,65,99,0.31,CO,1675453728
397,palatka,29.6486,-81.6376,13.36,88,100,1.34,US,1675453593
398,poli,-3.3333,36.8,22.43,50,40,8.23,TZ,1675453728
399,saint-leu,-21.15,55.2833,25.48,82,98,3.23,RE,1675453729
400,saint george,37.1041,-113.5841,11.35,36,0,2.06,US,1675453729
401,fengcheng,40.4536,124.0717,-7.14,50,0,0.87,CN,1675453729
402,andros town,24.7,-77.7667,26.98,58,0,3.8,BS,1675453730
403,kloulklubed,7.0419,134.2556,26.28,78,100,7.47,PW,1675453730
404,gualeguay,-33.1416,-59.3097,26.68,45,100,4.91,AR,1675453731
405,geraldton,-28.7667,114.6,28.23,28,99,6.17,AU,1675453731
406,swan river,52.1058,-101.2676,-17.06,78,100,2.57,CA,1675453524
407,paragominas,-2.9667,-47.4833,25.92,83,100,1.86,BR,1675453481
408,luena,-11.7833,19.9167,18.0,92,71,1.64,AO,1675453732
409,sokoto,13.0609,5.239,27.71,15,74,4.48,NG,1675453732
410,baykit,61.67,96.37,-23.39,100,95,1.23,RU,1675453732
411,talnakh,69.4865,88.3972,-9.33,96,100,2.47,RU,1675453733
412,antalaha,-14.9003,50.2788,24.33,89,0,2.33,MG,1675453733
413,lundazi,-12.2929,33.1782,17.88,93,82,1.16,ZM,1675453734
414,udachnyy,66.4167,112.4,-29.2,74,98,1.38,RU,1675453734
415,coquimbo,-29.9533,-71.3436,20.85,68,75,5.14,CL,1675453123
416,krasnoselkup,65.7,82.4667,-13.04,97,98,2.17,RU,1675453616
417,northam,51.0333,-4.2167,9.1,95,85,4.15,GB,1675453735
418,ovsyanka,55.9575,92.5519,-14.32,98,100,1.1,RU,1675453735
419,jaguaruna,-28.615,-49.0256,25.25,87,100,1.44,BR,1675453735
420,son la,21.3167,103.9,17.05,96,98,1.14,VN,1675453736
421,talcahuano,-36.7167,-73.1167,18.82,68,33,6.69,CL,1675453736
422,gamba,-2.65,10.0,26.52,86,30,3.28,GA,1675453736
423,sampit,-2.5333,112.95,22.77,98,100,0.92,ID,1675453737
424,ketchikan,55.3422,-131.6461,4.99,100,100,2.06,US,1675453737
425,basco,20.4487,121.9702,24.1,69,92,7.96,PH,1675453737
426,moen,69.1304,18.6123,-14.26,84,39,2.09,NO,1675453738
427,tamboril,19.4854,-70.611,28.43,51,40,5.14,DO,1675453738
428,key west,24.5557,-81.7826,28.0,74,75,4.12,US,1675453458
429,rocha,-34.4833,-54.3333,19.22,86,100,4.95,UY,1675453739
430,hue,16.4667,107.6,22.06,94,75,1.03,VN,1675453540
431,namibe,-15.1961,12.1522,22.43,76,93,1.81,AO,1675453739
432,hambantota,6.1241,81.1185,24.31,89,35,4.59,LK,1675453740
433,havoysund,70.9963,24.6622,-3.87,74,99,3.62,NO,1675453740
434,kiunga,-6.1219,141.2906,22.92,99,100,0.86,PG,1675453741
435,nome,64.5011,-165.4064,-19.91,84,100,0.0,US,1675453741
436,gravelbourg,49.8834,-106.5512,-1.85,76,5,4.62,CA,1675453742
437,santa luzia,-19.7697,-43.8514,34.08,40,40,2.06,BR,1675453743
438,puerto escondido,15.85,-97.0667,29.46,61,20,3.09,MX,1675453511
439,tazovskiy,67.4667,78.7,-23.77,100,100,1.43,RU,1675453748
440,porto-vecchio,41.591,9.2795,10.81,76,0,6.69,FR,1675453565
441,saint-augustin,51.226,-58.6502,-1.55,95,100,4.18,CA,1675453749
442,kirakira,-10.4544,161.9205,26.64,84,63,1.86,SB,1675453749
443,serenje,-13.2325,30.2352,16.91,96,100,1.81,ZM,1675453750
444,soyo,-6.1349,12.3689,27.42,84,95,4.96,AO,1675453751
445,sioux lookout,50.1001,-91.917,-22.96,54,100,4.12,CA,1675453753
446,malanje,-9.5402,16.341,17.86,96,77,1.96,AO,1675453754
447,katangli,51.7102,143.2326,-26.69,97,89,4.07,RU,1675453755
448,yumen,40.2833,97.2,-6.56,47,91,4.01,CN,1675453756
449,tutoia,-2.7619,-42.2744,27.32,78,100,4.48,BR,1675453757
450,gao,16.6362,1.637,25.14,11,38,5.18,ML,1675453518
451,wairoa,-39.0333,177.3667,21.97,82,4,1.79,NZ,1675453761
452,kaili,-3.4626,120.2147,19.04,92,100,1.02,ID,1675453764
453,banjar,-8.19,114.9675,24.89,86,100,0.88,ID,1675453765
454,hibbing,47.4272,-92.9377,-18.02,49,100,2.06,US,1675453703
455,the valley,18.217,-63.0578,27.92,69,20,7.2,AI,1675453766
456,santa rosa,14.3122,121.1114,25.06,81,97,5.17,PH,1675453767
457,danville,36.586,-79.395,7.21,31,0,6.71,US,1675453768
458,las palmas,28.4204,-14.0131,15.44,59,20,3.6,ES,1675453771
459,gouyave,12.1646,-61.7296,28.43,65,20,12.35,GD,1675453771
460,chicama,-7.8447,-79.1469,23.3,57,54,5.17,PE,1675453772
461,sayhat,26.4852,50.0405,15.11,47,0,6.48,SA,1675453772
462,wote,-1.7808,37.6288,18.37,57,43,2.43,KE,1675453773
463,acapulco,16.8634,-99.8901,29.51,50,5,3.61,MX,1675453773
464,auki,-8.7676,160.7034,25.83,86,29,0.82,SB,1675453773
465,ondjiva,-17.0667,15.7333,23.26,66,100,5.78,AO,1675453774
466,labuhan,-6.8844,112.2051,25.32,90,100,4.83,ID,1675453774
467,kutum,14.2,24.6667,17.31,17,69,3.7,SD,1675453775
468,san clemente,33.427,-117.612,21.38,44,99,1.34,US,1675453775
469,tagusao,9.1924,117.8141,24.93,83,99,1.83,PH,1675453776
470,acucena,-19.0731,-42.5464,30.29,82,25,2.01,BR,1675453776
471,thinadhoo,0.5333,72.9333,27.29,69,89,7.69,MV,1675453776
472,brae,60.3964,-1.353,4.68,89,100,6.04,GB,1675453777
473,muros,42.7762,-9.0603,8.38,88,0,2.12,ES,1675453777
474,port-gentil,-0.7193,8.7815,27.98,83,40,2.57,GA,1675453777
475,dalvik,65.9702,-18.5286,0.96,91,100,2.07,IS,1675453778
476,urengoy,65.9667,78.3667,-11.79,97,98,2.55,RU,1675453778
477,straumen,63.8709,11.2999,-8.0,89,40,1.16,NO,1675453779
478,saint-georges,12.0564,-61.7485,28.82,65,20,12.35,GD,1675453779
479,bulacan,14.7928,120.8789,25.09,77,92,3.28,PH,1675453557
480,maniitsoq,65.4167,-52.9,-14.13,90,100,2.58,GL,1675453779
481,walvis bay,-22.9575,14.5053,17.83,80,76,2.61,NA,1675453780
482,noumea,-22.2763,166.4572,28.89,99,99,3.4,NC,1675453455
483,sechura,-5.5569,-80.8222,28.37,57,63,7.84,PE,1675453780
484,clyde river,70.4692,-68.5914,-29.87,69,75,4.12,CA,1675453781
485,ercis,39.0287,43.3586,-11.83,83,11,2.22,TR,1675453781
486,anadyr,64.75,177.4833,-20.72,71,0,2.0,RU,1675453781
487,broken hill,-31.95,141.4333,11.56,63,0,3.62,AU,1675453782
488,dublin,37.7021,-121.9358,11.87,88,100,2.57,US,1675453263
489,muisne,0.6,-80.0333,27.2,76,97,5.36,EC,1675453782
490,mitsamiouli,-11.3847,43.2844,27.28,79,99,1.25,KM,1675453783
491,the pas,53.8251,-101.2541,-17.99,78,100,7.72,CA,1675453783
492,namatanai,-3.6667,152.4333,26.46,80,100,1.24,PG,1675453783
493,tingloy,13.6609,120.8711,24.19,85,93,6.81,PH,1675453784
494,sinnamary,5.3833,-52.95,25.88,82,100,6.03,GF,1675453784
495,killybegs,54.6333,-8.45,9.84,84,100,5.38,IE,1675453785
496,north myrtle beach,33.816,-78.68,12.29,71,93,1.79,US,1675453785
497,virginia beach,36.8529,-75.978,6.03,56,100,7.72,US,1675453785
498,sitka,57.0531,-135.33,3.94,93,75,0.0,US,1675453785
499,riosucio,5.4216,-75.7032,22.86,63,97,1.33,CO,1675453748
500,upata,8.0086,-62.3989,26.11,64,99,1.26,VE,1675453786
501,mogadishu,2.0371,45.3438,24.7,76,98,9.13,SO,1675453786
502,nouadhibou,20.931,-17.0347,21.99,33,100,3.6,MR,1675453787
503,pirgos,35.1167,25.7178,10.35,73,32,5.9,GR,1675453787
504,henties bay,-22.116,14.2845,17.98,84,45,2.92,NA,1675453788
505,batagay,67.6333,134.6333,-33.27,100,100,0.64,RU,1675453788
506,tiznit,29.5833,-9.5,11.02,35,43,0.7,MA,1675453789
507,babaeski,41.4325,27.0931,2.63,69,3,1.29,TR,1675453789
508,ostrovnoy,68.0531,39.5131,-13.24,94,99,3.76,RU,1675453732
509,svobodnyy,51.4,128.1333,-32.43,100,100,1.0,RU,1675453789
510,kimbe,-5.5502,150.1429,24.06,94,97,1.11,PG,1675453790
511,kaoma,-14.7833,24.8,18.79,93,100,1.27,ZM,1675453790
512,homer,59.6425,-151.5483,-0.67,90,100,0.89,US,1675453791
513,cururupu,-1.8283,-44.8683,25.87,88,16,2.53,BR,1675453791
514,hermosillo,29.0667,-110.9667,28.47,17,38,1.79,MX,1675453791
515,ternate,0.8,127.4,25.52,81,100,2.02,ID,1675453792
516,kovylkino,54.0388,43.9139,-4.47,94,100,4.55,RU,1675453792
517,nuevo progreso,23.1667,-97.95,18.59,35,0,8.55,MX,1675453792
518,ola,59.5833,151.2833,-22.77,89,23,3.32,RU,1675453793
519,luangwa,-15.6167,30.4167,23.65,80,100,0.69,ZM,1675453793
520,nelson bay,-32.7167,152.15,19.49,62,0,4.92,AU,1675453794
521,high rock,26.6208,-78.2833,27.01,73,0,7.66,BS,1675453794
522,san antonio,29.4241,-98.4936,15.43,57,0,2.57,US,1675453666
523,nantucket,41.2835,-70.0995,-4.94,34,0,10.8,US,1675453675
524,quelimane,-17.8786,36.8883,27.97,78,20,2.68,MZ,1675453795
525,shreveport,32.5251,-93.7502,12.62,56,0,4.12,US,1675453632
526,xianshuigu,38.985,117.3828,-5.0,50,0,1.0,CN,1675453795
527,caravelas,-17.7125,-39.2481,27.59,63,0,3.96,BR,1675453796
528,nyagan,62.1406,65.3936,-16.51,98,52,1.99,RU,1675453796
529,tecoman,18.9167,-103.8833,31.95,30,89,3.41,MX,1675453796
530,edd,13.9297,41.6925,24.41,86,100,2.26,ER,1675453797
531,oktyabrskoye,43.0645,44.7417,-3.92,93,5,4.0,RU,1675453797
532,honningsvag,70.9821,25.9704,-4.14,93,93,6.17,NO,1675453797
533,novoagansk,61.9449,76.6625,-20.1,100,94,2.48,RU,1675453798
534,ushumun,52.7833,126.5333,-28.24,100,95,0.25,RU,1675453798
535,helong,42.5397,128.9972,-12.72,81,65,2.69,CN,1675453798
536,naze,28.3667,129.4833,13.51,70,99,3.62,JP,1675453799
537,plettenberg bay,-34.0527,23.3716,19.44,89,18,2.34,ZA,1675453799
538,kamsack,51.5667,-101.9009,-15.12,92,100,6.03,CA,1675453799
539,senador jose porfirio,-2.5908,-51.9542,29.27,63,62,1.77,BR,1675453801
540,kautokeino,69.0125,23.0412,-15.33,100,100,0.97,NO,1675453715
541,faya,18.3851,42.4509,13.29,74,39,2.07,SA,1675453808
542,colac,-38.3333,143.5833,12.69,91,100,5.39,AU,1675453815
543,poum,-20.2333,164.0167,27.3,78,52,3.68,NC,1675453721
544,ust-nera,64.5667,143.2,-34.15,99,98,0.51,RU,1675453819
545,palana,59.1167,159.9667,-22.95,87,10,1.77,RU,1675453778
546,aykhal,66.0,111.5,-31.55,100,95,2.0,RU,1675453822
547,beloha,-25.1667,45.05,23.0,85,79,4.08,MG,1675453823
548,hurricane,37.1753,-113.2899,15.19,32,100,1.73,US,1675453824
549,karasburg,-28.0167,18.75,29.61,17,94,6.33,NA,1675453825
550,lao cai,22.4833,103.95,19.47,95,100,0.1,VN,1675453826
551,milove,49.3787,40.1302,-4.19,94,100,2.39,UA,1675453828
552,sigli,5.3848,95.9609,24.87,87,100,1.34,ID,1675453831
553,hamilton,39.1834,-84.5333,-1.62,50,20,5.66,US,1675453723
554,yarmouth,41.7057,-70.2286,-4.95,31,0,14.75,US,1675453832
555,avera,33.194,-82.5271,14.75,40,0,5.16,US,1675453833
556,balabac,7.9868,117.0645,26.72,81,99,8.52,PH,1675453833
557,saldanha,-33.0117,17.9442,18.03,84,0,8.03,ZA,1675453833
558,vao,-22.6667,167.4833,26.67,77,100,7.13,NC,1675453834
559,singaraja,-8.112,115.0882,25.86,82,100,0.3,ID,1675453837
560,guia de isora,28.2115,-16.7795,15.99,34,31,0.54,ES,1675453837
561,bo rai,12.5728,102.5371,26.52,94,58,0.64,TH,1675453838
562,saint anthony,45.0205,-93.218,-16.86,55,100,4.63,US,1675453838
563,manutuke,-38.6833,177.9167,21.77,76,2,2.08,NZ,1675453839
564,vaitape,-16.5167,-151.75,27.36,76,14,7.63,PF,1675453547
565,hailey,43.5196,-114.3153,1.05,55,40,4.12,US,1675453839
566,srednekolymsk,67.45,153.6833,-26.0,98,100,3.4,RU,1675453840
567,basoko,1.2391,23.616,26.12,58,75,0.71,CD,1675453840
568,san giljan,35.9184,14.4898,9.34,87,0,1.54,MT,1675453841
569,nizwa,22.9333,57.5333,20.72,46,0,1.29,OM,1675453841
570,mahibadhoo,3.7833,72.9667,26.62,70,80,5.21,MV,1675453841
571,puerto del rosario,28.5004,-13.8627,16.86,59,20,3.6,ES,1675453842
572,otofuke,42.9917,143.2003,-14.74,93,36,0.89,JP,1675453842
573,adrar,20.5022,-10.0711,16.82,10,100,5.25,MR,1675453680
574,nkhotakota,-12.9274,34.2961,23.92,82,100,1.19,MW,1675453842
575,silver city,32.7701,-108.2803,11.98,25,0,5.66,US,1675453619
576,nayoro,44.3506,142.4578,-10.37,97,100,1.02,JP,1675453843
577,kyren,51.6828,102.1408,-16.61,80,76,0.56,RU,1675453843
578,tiradentes,-21.1103,-44.1781,28.23,85,100,2.2,BR,1675453844
579,huarmey,-10.0681,-78.1522,24.42,75,96,4.71,PE,1675453844
580,agnibilekrou,7.1344,-3.2047,30.65,33,99,0.97,CI,1675453844
